,Event_Name,Venue,Event_Date,Number_of_Attendees
1,Majid Jordan at Brooklyn Steel,Brooklyn Steel,2018-01-22,7
2,Shhh Static Monday Morning Membership After Hours Music By: Royy Restrepo at TBA - New York,TBA - New York,2018-01-22,4
3,Industry Night Feat. NYC Techno at TBA Brooklyn,TBA Brooklyn,2018-01-22,2
4,Konkrete Jungle-First Contact at The Delancey,The Delancey,2018-01-22,2
5,Quartet Davis // DU.0 // Eidolon at Threes Brewing,Threes Brewing,2018-01-22,1
0,Moods on Tuesdays at Bossa Nova Civic Club,Bossa Nova Civic Club,2018-01-23,10
1,Xoxa's House of Senses: F A T E at House Of Yes,House Of Yes,2018-01-23,5
2,Release presents Vertigo at Rumpus Room,Rumpus Room,2018-01-23,2
3,Basura presents AceMo / Mel G / Machine Girl B2B Yung Mayne / DJ Noble at Secret Project Robot,Secret Project Robot,2018-01-23,2
4,Cheers Bklyn with Dominguez / James Lomax / K1W1 at TBA Brooklyn,TBA Brooklyn,2018-01-23,2
5,Feel Real presents Red District Night at Rumpus Room,Rumpus Room,2018-01-23,2
6,Elliot Mason & Cre8tion at Dizzy`s Club Coca Cola,Dizzy`s Club Coca Cola,2018-01-23,
0,Momentum/Rite of Wednesdays: Mntra Showcase with Bad Beat & More at TBA Brooklyn,TBA Brooklyn,2018-01-24,15
1,Kraftjerkz Label Night 5: Numbers Beat Till 4am at Bossa Nova Civic Club,Bossa Nova Civic Club,2018-01-24,12
2,Karaoke BB - January at Rose Gold,Rose Gold,2018-01-24,5
3,Open Decks Volumen 4 at Tilt BK,Tilt BK,2018-01-24,1
4,Jamais Vu - MA Sha / Sophia MA / Son of Lee at Jupiter Disco,Jupiter Disco,2018-01-24,1
5,Elliot Mason - Album Release at Dizzy`s Club Coca Cola,Dizzy`s Club Coca Cola,2018-01-24,
6,"Latin Night - Salsa, Merengue, Bachata, Cumbia at Friends & Lovers",Friends & Lovers,2018-01-24,
0,ZS 15 Year Anniversary Show at H0L0,H0L0,2018-01-25,31
1,"Cashmere Cat, Darius, Palmistry, Venus X, FaltyDL, Lsdxoxo at Elsewhere",Elsewhere,2018-01-25,25
2,Nicola Cruz at Elsewhere,Elsewhere,2018-01-25,23
3,JKriv & Juan Maclean All Night at Rose Gold,Rose Gold,2018-01-25,4
4,Output Fifth Anniversary - Onur Özer/ Taimur at Output,Output,2018-01-25,29
5,Vinyl Please with Kike Mayor / KO. b2b Emma at TBA Brooklyn,TBA Brooklyn,2018-01-25,12
6,MØ & Cashmere Cat: The Meøw Tour at Brooklyn Steel,Brooklyn Steel,2018-01-25,8
7,Dancing Room Only with Tedd Patterson x Rissa Garcia at Black Flamingo,Black Flamingo,2018-01-25,7
8,Duane Harriott and Son of Sound at Nowadays,Nowadays,2018-01-25,5
9,+ One at Hotel Chantelle,Hotel Chantelle,2018-01-25,5
10,Pa’ Puerto Rico: A Night of Support at Remezcla,Remezcla,2018-01-25,3
11,"Paris Paris with Palmish, Thomas Delta, Loum & Adrien Calvet at The Black Lodge",The Black Lodge,2018-01-25,3
12,"Yes&yay presents: Church Service - Traces of You, Panooc, Nico Kass at Macao Trading Company",Macao Trading Company,2018-01-25,2
13,The Get Down ft Dropkat & Tasha Blank at House Of Yes,House Of Yes,2018-01-25,1
14,Anything Goes: Juilo & Nicola Zanatta at 1 Oak,1 Oak,2018-01-25,1
0,Output Fifth Anniversary - Jamie Jones/ Ryan Crosson/ Jesse Calosso & More at Output,Output,2018-01-26,505
1,Shifted / Silent Servant / Aurora Halal / Byron The Aquarius / Toribio at Elsewhere,Elsewhere,2018-01-26,207
2,"Lost Soul x Remedy: Morah, Alex From Queens, & More at TBA - Brooklyn",TBA - Brooklyn,2018-01-26,68
3,"Danny Krivit, Rissa Garcia, Eli Escobar at Good Room",Good Room,2018-01-26,51
4,DJ Python and Riobamba at Nowadays,Nowadays,2018-01-26,46
5,Keep The Vibe - Winter Edition at The Keep,The Keep,2018-01-26,19
6,Laidback Luke at Schimanski,Schimanski,2018-01-26,18
7,"Nomads Only Feat. Eddie C, Michael Gualtieri, Ragab at TBA Brooklyn",TBA Brooklyn,2018-01-26,12
8,Bushwick A/V Afterhours: Pablo Romero/ MPC/ St. Xose/ Lorenzo Slider at Studio 299,Studio 299,2018-01-26,6
9,Lil Uzi Vert Live at Freq NYC (Formerly Space Ibiza) 2018 at FREQ,FREQ,2018-01-26,2
10,The Funky Seshwa with DJ Amir (BBE/180 Proof Records) Willy Soul at Studio 151,Studio 151,2018-01-26,2
11,Pleasure Jams ft Kraak & Smaak (DJ set) at C'mon Everybody,C'mon Everybody,2018-01-26,11
12,Red Light Secrets Friday Morning After Hours Music By: Hector Romero at TBA - New York,TBA - New York,2018-01-26,5
13,DJ Palace at Le Bain,Le Bain,2018-01-26,5
14,"Above - Alice.km, Panooc, Darelectric, The Company Soundsystem at Mccarren Hotel Rooftop",Mccarren Hotel Rooftop,2018-01-26,3
15,Abraham Othwell x Chung x Fatik at Rose Gold,Rose Gold,2018-01-26,3
16,T e ch n o fe m i n is m at Bossa Nova Civic Club,Bossa Nova Civic Club,2018-01-26,3
17,"Discotechnique with Luxxury, Love Tempo & More at House Of Yes",House Of Yes,2018-01-26,2
18,Rice and Peas: Carnival Warm Up Edition at Black Flamingo,Black Flamingo,2018-01-26,2
19,Kush Jones / Quest?onmarc / Builda b2b Fxwrk / Sjayy / Othere at Sunnyvale,Sunnyvale,2018-01-26,2
20,GO BANG! Soul+Disco Party with Max Dowd + Jordan Jenner at Our Wicked Lady,Our Wicked Lady,2018-01-26,2
21,Patrick & PJ at The Twenty,The Twenty,2018-01-26,2
22,Social Agenda NYC x Eye In The Sky present Subterraneo at Tilt BK,Tilt BK,2018-01-26,2
23,"Bladerunner Duo, Fede Aubele, Will Shore, Dr. Nate Sloan at H0L0",H0L0,2018-01-26,2
24,99cts Records x DM Hardware: Miley Serious (FR) / Acemo / Akua at Ceremony,Ceremony,2018-01-26,1
25,A Fun Night Out with DJ Zion at Club Elevation,Club Elevation,2018-01-26,1
26,The Grimeys with J-Cush at The Mercury Lounge,The Mercury Lounge,2018-01-26,1
27,Tropical Oasis Retreat Kauai at Camp Hale Koa Kauai,Camp Hale Koa Kauai,2018-01-26,1
28,John Norman at The Attic at The Attic Rooftop & Lounge,The Attic Rooftop & Lounge,2018-01-26,1
29,Makossa Brooklyn - Winter Grammy Edition at Gold Sounds,Gold Sounds,2018-01-26,
30,Ladies Night Fridays at Fusion Lounge,Fusion Lounge,2018-01-26,
0,AKUMANDRA - Brooklyn at Grand Prospect Hall,Grand Prospect Hall,2018-01-27,713
1,Output Fifth Anniversary - Seth Troxler/ Craig Richards/ DeWalta & More at Output,Output,2018-01-27,476
2,Solarplexia at Analog Bkny,Analog Bkny,2018-01-27,376
3,"Beats In Space presents: Palmbomen II (Live), Veronica Vasicka, Tim Sweeney, Antenna at Good Room",Good Room,2018-01-27,124
4,Bespoke Musik: Gab Rhome (All Day I Dream) & BAEZ at Bogart House,Bogart House,2018-01-27,101
5,OP 004: DJ Mayhem / Rabit / Debit / Vapordog at Russian & Turkish Baths,Russian & Turkish Baths,2018-01-27,94
6,"Gardens presents: DJ Heather, Cinthie, MikeQ at Elsewhere",Elsewhere,2018-01-27,68
7,Off The Record: TC80 / Mari.te / Anderson / Ika & Akseltone at TBA Brooklyn,TBA Brooklyn,2018-01-27,55
8,"Christy Love, JT Almon and Michael Magnan at Nowadays",Nowadays,2018-01-27,21
9,Bushwick A/V Afterhours: Maus b2b Beki Powell/ Ted Krisko/ Bytz at Studio 299,Studio 299,2018-01-27,6
10,Felt Presence presents Riohv at H0L0,H0L0,2018-01-27,5
11,1/27/'18 at Bossa Nova Civic Club,Bossa Nova Civic Club,2018-01-27,70
12,"Crushed with Katie Rex, Vveiss, Xiorro, Salem Hilal at The Mercury Lounge",The Mercury Lounge,2018-01-27,20
13,"House of Love ft N'TO, Worakls & Joachim Pastor at House Of Yes",House Of Yes,2018-01-27,17
14,Brooklyn Bowl presents - Joe Corti at Brooklyn Bowl,Brooklyn Bowl,2018-01-27,17
15,Universal Cave & Nippon Leagues at Starvue,Starvue,2018-01-27,10
16,"Driven AM presents - Old School Jungle/D&B - Odi, Datcyde, Jon S at Sunnyvale",Sunnyvale,2018-01-27,7
17,"Green Lady - Sleepy & Boo, The Florist, Mafia B, Dysco at The Green Lady",The Green Lady,2018-01-27,6
18,RAW Static Membership Saturday Morning After Hours Music By: Sashi at TBA - New York,TBA - New York,2018-01-27,4
19,Analog Soul with Cozmic Cat at Le Bain,Le Bain,2018-01-27,3
20,Certain Creatures Harlem In-Store at Cinderblock People,Cinderblock People,2018-01-27,3
21,Prince Language x Project Matt at Rose Gold,Rose Gold,2018-01-27,3
22,Too Hot to Sleep at Tilt BK,Tilt BK,2018-01-27,2
23,Deepbeats // Deep House Yoga at House Of Yes,House Of Yes,2018-01-27,2
24,Permanence 1 at TBA - Brooklyn,TBA - Brooklyn,2018-01-27,2
25,Pinchy Don x Renata Do Valle x Felipe BK at Black Flamingo,Black Flamingo,2018-01-27,2
26,Tropical Oasis Retreat Kauai at Camp Hale Koa Kauai,Camp Hale Koa Kauai,2018-01-27,1
27,Doha on Saturdays Dj Bash Birthday Celebration at Doha Club,Doha Club,2018-01-27,1
28,Lily Ray at Keybar,Keybar,2018-01-27,1
29,Feel Real presents Elements at Rumpus Room,Rumpus Room,2018-01-27,1
30,"Arcangel, Camilo, Flipstar & Peirera at Club Amadeus at Club Amadeus",Club Amadeus,2018-01-27,1
31,Le Reve Saturdays at Le Reve,Le Reve,2018-01-27,1
0,"Output Fifth Anniversary - Louie Vega, Joaquin Joe Claussell, Todd Terry, Anané Vega at Output",Output,2018-01-28,245
1,Planetarium: Voyager Golden Record Session with Justin Carter and Josh Dunn at Nowadays,Nowadays,2018-01-28,63
2,Lifted with Nikita (Open to Close) at TBA Brooklyn,TBA Brooklyn,2018-01-28,8
3,Sintastic Static Membership After Hours present: Brian Best at TBA - New York,TBA - New York,2018-01-28,4
4,Sole Therapy: 1st Anniversary Tea & Fundraiser - Covenant House at Black Flamingo,Black Flamingo,2018-01-28,2
5,Birdcage with Nicky Siano at Le Bain,Le Bain,2018-01-28,2
6,Tropical Oasis Retreat Kauai at Camp Hale Koa Kauai,Camp Hale Koa Kauai,2018-01-28,1
7,Int'l Winners at H0l0 with DJ Lostcat at H0L0,H0L0,2018-01-28,1
8,Tony Touch & Mrvoodoo Ray - Funkboxnyc at Cielo,Cielo,2018-01-28,1
9,Sunday Sessions with Berny Burnz & Friends at Doha Club,Doha Club,2018-01-28,1
0,Industry Night with NYC Techno at TBA Brooklyn,TBA Brooklyn,2018-01-29,12
1,Lifted with Nikita (Open to Close) at TBA Brooklyn,TBA Brooklyn,2018-01-29,8
2,Pleasure Jams + L&l&l Record Club at Bossa Nova Civic Club,Bossa Nova Civic Club,2018-01-29,2
3,Tropical Oasis Retreat Kauai at Camp Hale Koa Kauai,Camp Hale Koa Kauai,2018-01-29,1
4,Konkrete Jungle NYC - Special Guest Late Night Set - at The Delancey,The Delancey,2018-01-29,1
0,'Digital Trash' with Soren Bryce DJ and Friends at Rose Gold,Rose Gold,2018-01-30,3
1,"Cool Grooves: This is 30 Feat. DJ Voices, Mike Bloom, Onkel-S at Bossa Nova Civic Club",Bossa Nova Civic Club,2018-01-30,3
2,"The Space Wanderer, Eli Fola, Hidden Prism, Amelia Holt at Jupiter Disco",Jupiter Disco,2018-01-30,2
3,Feel Real presents Frisky at Rumpus Room,Rumpus Room,2018-01-30,1
4,Tuesday Creatures with Simon Heyliger (Open to Close) at TBA Brooklyn,TBA Brooklyn,2018-01-30,1
5,Layerhythm NYC Vol. 17 - A Jam Session of Music & Dance at Nublu 151,Nublu 151,2018-01-30,
6,Madeleine & Salomon NYC at Drom,Drom,2018-01-30,
0,Pure Immanence Xviii at Bossa Nova Civic Club,Bossa Nova Civic Club,2018-01-31,17
1,Momentum/RoW with Miss Jennifer / Turmspringer / Christina Crossin at TBA Brooklyn,TBA Brooklyn,2018-01-31,12
2,Jupiterdance with Justin Strauss at Jupiter Disco,Jupiter Disco,2018-01-31,8
3,Soul 2 Seoul × Down by Low ~Chimi Time To Detroit~ at Black Flamingo,Black Flamingo,2018-01-31,5
0,The New JIA Thursdays 02.01.18 - Joeski & Anelo Pontecorvo at JIA Lounge,JIA Lounge,2018-02-01,6
1,"Transmissions: Awhad, Armand, Eric Hass at Jupiter Disco",Jupiter Disco,2018-02-01,16
2,"Cultivated Sound presents: Dan Wender, Material Witness, Medusa Lee, Mauricio at TBA Brooklyn",TBA Brooklyn,2018-02-01,13
3,Insight - Marco Faraone/ Carlos Alkalina in The Panther Room at Output,Output,2018-02-01,10
4,"Sacha Robotti, J. Worra, Rawle Night Long at Good Room",Good Room,2018-02-01,9
5,"Paris Paris with Palmish, Rasec & Thomas Delta at The Black Lodge",The Black Lodge,2018-02-01,6
6,Sonder presents: Loren + Kike Mayor + Allan M + Galindo at Ceremony,Ceremony,2018-02-01,6
7,Trippy Turtle at House Of Yes,House Of Yes,2018-02-01,3
8,On & On at Rose Gold,Rose Gold,2018-02-01,3
9,"yes&yay: Church Service - Vigil, Sudo, Nico Kass at Macao Trading Company",Macao Trading Company,2018-02-01,3
10,"Lauren Flax, JD Samson and Will Automagic at Nowadays",Nowadays,2018-02-01,2
11,Jamais Vu at Sisters,Sisters,2018-02-01,1
12,Mixpak with Amy Becker x Hexapoda x Dre Skull x The Large at Black Flamingo,Black Flamingo,2018-02-01,1
0,"Unter: Mike Servito, Anastasia Kristensen, Volvox, Mary Yuzovskaya at TBA - New York",TBA - New York,2018-02-02,324
1,Shiba San at Output and Rvdiovctive in The Panther Room at Output,Output,2018-02-02,178
2,Chris Liebing & Daniel Miller at Schimanski,Schimanski,2018-02-02,139
3,Pearson Sound All Night Long at Nowadays,Nowadays,2018-02-02,101
4,Golden Record NYC - Fred P (Extended set) at Good Room,Good Room,2018-02-02,94
5,Viceroy at Elsewhere,Elsewhere,2018-02-02,31
6,Secret Guests: Wendy Escobar/ Darelectric/ Tony Paniro/ Carlos Chiesa at TBA Brooklyn,TBA Brooklyn,2018-02-02,15
7,The New JIA Thursdays 02.01.18 - Joeski & Anelo Pontecorvo at JIA Lounge,JIA Lounge,2018-02-02,6
8,Bushwick A/V Afterhours: Loren / Kike Mayor / Mari.te at Studio 299,Studio 299,2018-02-02,5
9,"Jack Dept. NYC - Eris Drew, Mike Swells, Volvox & John Barera at Bossa Nova Civic Club",Bossa Nova Civic Club,2018-02-02,56
10,"MGUN, DJ Nicely, Jordan Ehr at Jupiter Disco",Jupiter Disco,2018-02-02,10
11,"Soul Clap Records Winter Residency with Midnight Magic, Michael The Lion & Amy Douglas, The Ill at C'mon Everybody",C'mon Everybody,2018-02-02,9
12,Imagine Something Locally at Analog Bkny,Analog Bkny,2018-02-02,6
13,Antes with David Marston & DGRO at Diviera Drive,Diviera Drive,2018-02-02,4
14,"Above - Sleepy & Boo, Space K, Jason Douglas, Kaylight - Free at Mccarren Hotel Rooftop",Mccarren Hotel Rooftop,2018-02-02,3
15,Get Together with Dj Afro & Manchildblack at Nublu,Nublu,2018-02-02,3
16,"Sweet Dreams with Kenny Summit, Benny Soto & Eric Kupper at House Of Yes",House Of Yes,2018-02-02,2
17,☆Andras☆ with Project Matt and Bryce David at Black Flamingo,Black Flamingo,2018-02-02,2
18,Louie Devito House & Trance Classics at Cielo,Cielo,2018-02-02,2
19,Dafunk at Sir D's Lounge,Sir D's Lounge,2018-02-02,1
20,Doha on Fridays. at Doha Club,Doha Club,2018-02-02,1
21,Friday at Fusion Lounge,Fusion Lounge,2018-02-02,1
22,"JD Samson, Lauren Flax & Amber Valentine at Le Bain",Le Bain,2018-02-02,1
23,Arteteria feat. Duke Marcial at Revel NYC,Revel NYC,2018-02-02,
0,Sasha/ DJ Three/ Oona Dahl at Output and Holmar in The Panther Room at Output,Output,2018-02-03,364
1,Wrecked with Massimiliano Pagliara at Analog Bkny,Analog Bkny,2018-02-03,318
2,"ReSolute with DJ Tennis, Acid Mondays, Lovefingers, & Connie at TBA - New York",TBA - New York,2018-02-03,222
3,"Project Pablo, DJ Minx, Working Women, Complete Walkthru aka Max Mcferren, Lil Tony at Elsewhere",Elsewhere,2018-02-03,104
4,FIXED with Matthew Dear (DJ Set) Plus A Running Melody at Good Room,Good Room,2018-02-03,103
5,Rahaan All Night Long at Nowadays,Nowadays,2018-02-03,73
6,"Signal > Noise: v4.0: Noncompliant aka DJ Shiva / Turtle Bugg at Photo City Improv, Buffalo/Rochester","Photo City Improv, Buffalo/Rochester",2018-02-03,50
7,Space Porn II at The Gateway,The Gateway,2018-02-03,45
8,Roger Sanchez at Schimanski,Schimanski,2018-02-03,35
9,Love Injection Fanzine 3-Year Anniversary Fundraiser at Magick City,Magick City,2018-02-03,30
10,Badness: Maria Chavez and Matt McDermott at Starvue,Starvue,2018-02-03,25
11,"Frequencies with Sleepy & Boo, AJ Clay, Scarris at TBA Brooklyn",TBA Brooklyn,2018-02-03,10
12,Darker Than Wax Takeover with Olive T. at Rose Gold at Rose Gold,Rose Gold,2018-02-03,8
13,The New JIA Thursdays 02.01.18 - Joeski & Anelo Pontecorvo at JIA Lounge,JIA Lounge,2018-02-03,6
14,Afterhours: Bushwick A/V: Karina / Jubilee / Myroslaw Bytz at Studio 299,Studio 299,2018-02-03,6
15,"Bizarre Disco: Aaron DRM, Peter Matson, Disgonuts at Bizarre Bushwick / Bizarre Bar",Bizarre Bushwick / Bizarre Bar,2018-02-03,2
16,Vyvn at TBA - New York,TBA - New York,2018-02-03,22
17,Auxilarate presents: Age of Aquarius at The Keep,The Keep,2018-02-03,7
18,E X C A V A T I O N at Tilt BK,Tilt BK,2018-02-03,6
19,Willie Graff & Danilo Braca at Le Bain,Le Bain,2018-02-03,5
20,RAW Static Membership Saturday Morning After Hours Music By: Anelo Pontecorvo at TBA - New York,TBA - New York,2018-02-03,3
21,Bassment at Brooklyn Bazaar,Brooklyn Bazaar,2018-02-03,2
22,Pew Pew at Sensei Bar NYC,Sensei Bar NYC,2018-02-03,2
23,The Ananda Theory / Vagara at Halcyon The Shop,Halcyon The Shop,2018-02-03,2
24,Quiet Clubbing with Geo Vanasco at Cantina Rooftop,Cantina Rooftop,2018-02-03,1
25,"Arctic Atlantis with Tedd Patterson, Steve Tek at House Of Yes",House Of Yes,2018-02-03,1
26,Cliff Gerdes & Special Guests at Black Flamingo,Black Flamingo,2018-02-03,1
27,Techno Cumbia at El Manaba,El Manaba,2018-02-03,1
28,Saturdays on Doha Nightclub at Doha Club,Doha Club,2018-02-03,1
29,TAJ Saturdays at Taj Lounge,Taj Lounge,2018-02-03,
30,Le Reve Saturdays at Le Reve,Le Reve,2018-02-03,
0,Bitchfest 2 at Ceremony,Ceremony,2018-02-04,32
1,Cancelled - Planetarium with Eamon Harkin Djing and Todd Sines Playing Live at Nowadays,Nowadays,2018-02-04,14
2,Sintastic Sunday Morning Static Membership After Hours present: Johnny Vicious at TBA - New York,TBA - New York,2018-02-04,3
3,Birdcage with Lina Bradford & Steve Travolta at Le Bain,Le Bain,2018-02-04,3
4,Fahrenheit III XI Bowl at Bossa Nova Civic Club,Bossa Nova Civic Club,2018-02-04,3
5,Super Bowl Sunday at Doha at Doha Club,Doha Club,2018-02-04,2
6,Tony Touch & Mrvoodoo Ray - Funkboxnyc at Cielo,Cielo,2018-02-04,1
0,Industry Night with Elon David Paglia at TBA Brooklyn,TBA Brooklyn,2018-02-05,5
1,Chroma Being *4.0* at Bossa Nova Civic Club,Bossa Nova Civic Club,2018-02-05,4
2,Konkrete Jungle OG X Konkrete Dancehall at The Delancey,The Delancey,2018-02-05,1
0,Techno Bangs at Bossa Nova Civic Club,Bossa Nova Civic Club,2018-02-06,7
1,Tuesday Creatures Surprise with Alex Arnout / Steven Letigre / Rhys Samson at TBA Brooklyn,TBA Brooklyn,2018-02-06,4
2,"Drum & Lace, Prism House and Primitive Heart at C'mon Everybody",C'mon Everybody,2018-02-06,3
3,Feel Real presents: Music Is My Drug at Rumpus Room,Rumpus Room,2018-02-06,2
4,Pusha T at Up & Down at Up&Down,Up&Down,2018-02-06,
0,House of Vogue at House Of Yes,House Of Yes,2018-02-07,5
1,Momentum/RoW with Matias Jofre / Borislava / Tony Paniro at TBA Brooklyn,TBA Brooklyn,2018-02-07,17
2,Distrikt 1 at Bossa Nova Civic Club,Bossa Nova Civic Club,2018-02-07,6
0,"SOPHIE (DJ Set), Juliana Huxtable, Pig, Buckmonster at Elsewhere",Elsewhere,2018-02-08,18
1,Sharam (Extended Digital & Vinyl Set) at Good Room,Good Room,2018-02-08,48
2,Phil Moffa and DJ Spider at Nowadays,Nowadays,2018-02-08,22
3,"Paris Paris with Palmish, Corazon De Melon & (M_K) at The Black Lodge",The Black Lodge,2018-02-08,11
4,Insight - Youandewan/ Ohm G in The Panther Room at Output,Output,2018-02-08,11
5,Simonsays with Simon Wish/ Ale Sab/ Maria Ton / Chris Sanabria at TBA Brooklyn,TBA Brooklyn,2018-02-08,9
6,Made In Green presents: L.Sangre / Max Mcferren / Vasco Ispirian at Bossa Nova Civic Club,Bossa Nova Civic Club,2018-02-08,8
7,Whitney Fierce x Elle Dee at Rose Gold,Rose Gold,2018-02-08,4
8,"ZigZag + Discreet present Boots & Kats, Creed-C, Jack Thompson & Steve Tek at Le Bain",Le Bain,2018-02-08,3
9,90s Night with DJ Dirtyfinger at House Of Yes,House Of Yes,2018-02-08,2
10,"yes&yay presents: Church Service - Saqib, A-Kintero, Nico Kass at Macao Trading Company",Macao Trading Company,2018-02-08,2
11,Quality Control Thursday Deep Sessions at Keybar,Keybar,2018-02-08,2
12,The Get Down at House Of Yes,House Of Yes,2018-02-08,1
13,Burlesque Show Afterparty at Nurse Bettie,Nurse Bettie,2018-02-08,1
14,Sub Sirren' Dub-Stuy Residency at Black Flamingo,Black Flamingo,2018-02-08,1
0,Pandemonium: Omar-S at Good Room,Good Room,2018-02-09,209
1,"Ooze with Marcel Fengler, Bjarki, Veronica Vasicka, FIT Siegel, + Francois K Techno set at TBA - Brooklyn",TBA - Brooklyn,2018-02-09,143
2,"Quiet Time w Buttechno, Anthony Naples, Hank Jackson & Rrao at H0L0",H0L0,2018-02-09,111
3,"Bespoke Musik: Gorje Hewek & Izhevski (All Day I Dream), Wild Dark, Christian Voldstad at The Paper Box",The Paper Box,2018-02-09,109
4,Leaving New York presents Shanti Celeste & Working Women at Nowadays,Nowadays,2018-02-09,106
5,Party Line with Rick Wilhite (Extended set) + BLT & Toribio at TBA - New York,TBA - New York,2018-02-09,86
6,"Walker & Royce, Dances with White Girls, The Golden Pony at Elsewhere",Elsewhere,2018-02-09,86
7,Deep & Sexy - Alex Cruz/ Arturo Chi'en at Output and Marques Wyatt in The Panther Room at Output,Output,2018-02-09,54
8,Thesis New York with Vinyl Speed Adjust at TBA Brooklyn,TBA Brooklyn,2018-02-09,38
9,Feel The Spirit with Jellybean Benitez at Drom,Drom,2018-02-09,18
10,Justin Strauss // Barbie Bertisch // Kyle & Griff at Louie & Chan,Louie & Chan,2018-02-09,14
11,Bushwick A/V Afterhours: Vinyl Speed Adjust / Hunter Vita / Hristo / Jessie at Studio 299,Studio 299,2018-02-09,7
12,Mini Mall: Liquidator at Secret Project Robot,Secret Project Robot,2018-02-09,4
13,"Miss Jennifer, Shahar, Diego Garcia at Schimanski",Schimanski,2018-02-09,1
14,Dancing Room Only with Son of Sound & Rissa Garcia at Rose Gold,Rose Gold,2018-02-09,11
15,Art Pop with Mark Farina at House Of Yes,House Of Yes,2018-02-09,8
16,Busy P's Threesome Party at Le Bain,Le Bain,2018-02-09,8
17,Elrow x Cipriani: New York Fashion Week at Cipriani 42nd St.,Cipriani 42nd St.,2018-02-09,6
18,Jex & Roberto Celebrate 5 yrs of Good Timin' with Tom Noble at Black Flamingo,Black Flamingo,2018-02-09,6
19,Pleasure Jams ft Jacques Renault (Let's Play House) at C'mon Everybody,C'mon Everybody,2018-02-09,4
20,Dance Dungeon: Brenecki b2b Maroje T at Tilt BK,Tilt BK,2018-02-09,4
21,"Above - Sleepy & Boo, Tristan Dominguez, Oscar Castro, Alex Harvey at Mccarren Hotel Rooftop",Mccarren Hotel Rooftop,2018-02-09,4
22,Elderbrook with Imagine Herbal Flows- Knitting Factory at Knitting Factory,Knitting Factory,2018-02-09,3
23,The Assembly: Ms. Yoo Re-Up at Ms. Yoo,Ms. Yoo,2018-02-09,3
24,"Dondadi, Eerie Gaits, Nikki at Magick City",Magick City,2018-02-09,2
25,"Microtones: The Sunshine Group, Wiggly Mcfingers at Forest City Lodge 180",Forest City Lodge 180,2018-02-09,2
26,The Jook Jam - with Special Guest Jadalareign at The Emerson,The Emerson,2018-02-09,2
27,IVY 4.0 at Jupiter Disco,Jupiter Disco,2018-02-09,2
28,LUST: Valentine's Feast and Fête at Lot 45,Lot 45,2018-02-09,1
29,Patrick & PJ at The Twenty,The Twenty,2018-02-09,1
30,Lights Out Glow Party  at Doha Club,Doha Club,2018-02-09,1
31,Body Roll Party at Highline Ballroom,Highline Ballroom,2018-02-09,1
32,Pandamonium presents: The Launch at Sunnyvale,Sunnyvale,2018-02-09,
0,"The Bunker with Paranoid London, Jane Fitz, Mike Servito & Derek Plaslaiko, Further Reductions, at Elsewhere",Elsewhere,2018-02-10,364
1,Chus + Ceballos/ Rafa Barrios at Output and Ari El (Open to Close) in The Panther Room at Output,Output,2018-02-10,263
2,Do Not Sit In NY at Mona Liza,Mona Liza,2018-02-10,217
3,"Waze & Odyssey, Secondcity, Denney with Soup/RVDIOVCTIVE/SOE at Analog Bkny",Analog Bkny,2018-02-10,139
4,ReSolute presents Discobar at TBA - New York,TBA - New York,2018-02-10,112
5,The Carry Nation: February: Good Room at Good Room,Good Room,2018-02-10,111
6,Mister Saturday Night at Nowadays,Nowadays,2018-02-10,35
7,Anti-Social presents: The Anti-Social Loft at TBA - Brooklyn,TBA - Brooklyn,2018-02-10,18
8,Groove. with K1W1 / Kika / Allan M. at TBA Brooklyn,TBA Brooklyn,2018-02-10,14
9,Sander van Doorn at Schimanski,Schimanski,2018-02-10,13
10,Bushwick A/V Afterhours: Alton Miller / Gio Gulez/ Myroslaw Bytz at Studio 299,Studio 299,2018-02-10,10
11,"Epicenter31: Bunzer0, Malleus & More at The Brown Note",The Brown Note,2018-02-10,4
12,Funky Seshwa Groove For A Cause: Benefiting the Lens On Life Project at Tilt BK,Tilt BK,2018-02-10,3
13,G House NYC: The Love House at TBA - Brooklyn,TBA - Brooklyn,2018-02-10,2
14,The Lot Radio Two Year Anniversary at Brooklyn Bazaar,Brooklyn Bazaar,2018-02-10,25
15,"Umfang, Doss & 38 at H0L0",H0L0,2018-02-10,15
16,Discwoman Takeover at Cinderblock People,Cinderblock People,2018-02-10,11
17,Manchild (In The Promised Land) at Le Bain,Le Bain,2018-02-10,11
18,Fist VI at Alphaville,Alphaville,2018-02-10,11
19,[NYC DNB] Driven AM presents: Mason at Sunnyvale,Sunnyvale,2018-02-10,5
20,RAW Static Membership Saturday Morning After Hours Music By: Jindo at TBA - New York,TBA - New York,2018-02-10,5
21,Hidden Recordings Record Release at Halcyon The Shop,Halcyon The Shop,2018-02-10,4
22,DPV House presents: Love is in the House with Music by Martín at Don Pancho Villa,Don Pancho Villa,2018-02-10,4
23,Safe & Bossa Nova present Black Merlin at Bossa Nova Civic Club,Bossa Nova Civic Club,2018-02-10,4
24,Elderbrook with Imagine Herbal Flows- Knitting Factory at Knitting Factory,Knitting Factory,2018-02-10,3
25,Will Dimaggio x Ronan x Mike Bloom at Black Flamingo,Black Flamingo,2018-02-10,3
26,Sweet Tooth - A Candy Rave at Secret Loft,Secret Loft,2018-02-10,3
