,Event_Name,Venue,Event_Date,Number_of_Attendees
1,Majid Jordan at Brooklyn Steel,Brooklyn Steel,2018-01-22,7
2,Shhh Static Monday Morning Membership After Hours Music By: Royy Restrepo at TBA - New York,TBA - New York,2018-01-22,4
3,Industry Night Feat. NYC Techno at TBA Brooklyn,TBA Brooklyn,2018-01-22,2
4,Konkrete Jungle-First Contact at The Delancey,The Delancey,2018-01-22,2
5,Quartet Davis // DU.0 // Eidolon at Threes Brewing,Threes Brewing,2018-01-22,1
0,Moods on Tuesdays at Bossa Nova Civic Club,Bossa Nova Civic Club,2018-01-23,10
1,Xoxa's House of Senses: F A T E at House Of Yes,House Of Yes,2018-01-23,5
2,Release presents Vertigo at Rumpus Room,Rumpus Room,2018-01-23,2
3,Basura presents AceMo / Mel G / Machine Girl B2B Yung Mayne / DJ Noble at Secret Project Robot,Secret Project Robot,2018-01-23,2
4,Cheers Bklyn with Dominguez / James Lomax / K1W1 at TBA Brooklyn,TBA Brooklyn,2018-01-23,2
5,Feel Real presents Red District Night at Rumpus Room,Rumpus Room,2018-01-23,2
6,Elliot Mason & Cre8tion at Dizzy`s Club Coca Cola,Dizzy`s Club Coca Cola,2018-01-23,
0,Momentum/Rite of Wednesdays: Mntra Showcase with Bad Beat & More at TBA Brooklyn,TBA Brooklyn,2018-01-24,15
1,Kraftjerkz Label Night 5: Numbers Beat Till 4am at Bossa Nova Civic Club,Bossa Nova Civic Club,2018-01-24,12
2,Karaoke BB - January at Rose Gold,Rose Gold,2018-01-24,5
3,Open Decks Volumen 4 at Tilt BK,Tilt BK,2018-01-24,1
4,Jamais Vu - MA Sha / Sophia MA / Son of Lee at Jupiter Disco,Jupiter Disco,2018-01-24,1
5,Elliot Mason - Album Release at Dizzy`s Club Coca Cola,Dizzy`s Club Coca Cola,2018-01-24,
6,"Latin Night - Salsa, Merengue, Bachata, Cumbia at Friends & Lovers",Friends & Lovers,2018-01-24,
0,ZS 15 Year Anniversary Show at H0L0,H0L0,2018-01-25,31
1,"Cashmere Cat, Darius, Palmistry, Venus X, FaltyDL, Lsdxoxo at Elsewhere",Elsewhere,2018-01-25,25
2,Nicola Cruz at Elsewhere,Elsewhere,2018-01-25,23
3,JKriv & Juan Maclean All Night at Rose Gold,Rose Gold,2018-01-25,4
4,Output Fifth Anniversary - Onur Özer/ Taimur at Output,Output,2018-01-25,29
5,Vinyl Please with Kike Mayor / KO. b2b Emma at TBA Brooklyn,TBA Brooklyn,2018-01-25,12
6,MØ & Cashmere Cat: The Meøw Tour at Brooklyn Steel,Brooklyn Steel,2018-01-25,8
7,Dancing Room Only with Tedd Patterson x Rissa Garcia at Black Flamingo,Black Flamingo,2018-01-25,7
8,Duane Harriott and Son of Sound at Nowadays,Nowadays,2018-01-25,5
9,+ One at Hotel Chantelle,Hotel Chantelle,2018-01-25,5
10,Pa’ Puerto Rico: A Night of Support at Remezcla,Remezcla,2018-01-25,3
11,"Paris Paris with Palmish, Thomas Delta, Loum & Adrien Calvet at The Black Lodge",The Black Lodge,2018-01-25,3
12,"Yes&yay presents: Church Service - Traces of You, Panooc, Nico Kass at Macao Trading Company",Macao Trading Company,2018-01-25,2
13,The Get Down ft Dropkat & Tasha Blank at House Of Yes,House Of Yes,2018-01-25,1
14,Anything Goes: Juilo & Nicola Zanatta at 1 Oak,1 Oak,2018-01-25,1
0,Output Fifth Anniversary - Jamie Jones/ Ryan Crosson/ Jesse Calosso & More at Output,Output,2018-01-26,505
1,Shifted / Silent Servant / Aurora Halal / Byron The Aquarius / Toribio at Elsewhere,Elsewhere,2018-01-26,207
2,"Lost Soul x Remedy: Morah, Alex From Queens, & More at TBA - Brooklyn",TBA - Brooklyn,2018-01-26,68
3,"Danny Krivit, Rissa Garcia, Eli Escobar at Good Room",Good Room,2018-01-26,51
4,DJ Python and Riobamba at Nowadays,Nowadays,2018-01-26,46
5,Keep The Vibe - Winter Edition at The Keep,The Keep,2018-01-26,19
6,Laidback Luke at Schimanski,Schimanski,2018-01-26,18
7,"Nomads Only Feat. Eddie C, Michael Gualtieri, Ragab at TBA Brooklyn",TBA Brooklyn,2018-01-26,12
8,Bushwick A/V Afterhours: Pablo Romero/ MPC/ St. Xose/ Lorenzo Slider at Studio 299,Studio 299,2018-01-26,6
9,Lil Uzi Vert Live at Freq NYC (Formerly Space Ibiza) 2018 at FREQ,FREQ,2018-01-26,2
10,The Funky Seshwa with DJ Amir (BBE/180 Proof Records) Willy Soul at Studio 151,Studio 151,2018-01-26,2
11,Pleasure Jams ft Kraak & Smaak (DJ set) at C'mon Everybody,C'mon Everybody,2018-01-26,11
12,Red Light Secrets Friday Morning After Hours Music By: Hector Romero at TBA - New York,TBA - New York,2018-01-26,5
13,DJ Palace at Le Bain,Le Bain,2018-01-26,5
14,"Above - Alice.km, Panooc, Darelectric, The Company Soundsystem at Mccarren Hotel Rooftop",Mccarren Hotel Rooftop,2018-01-26,3
15,Abraham Othwell x Chung x Fatik at Rose Gold,Rose Gold,2018-01-26,3
16,T e ch n o fe m i n is m at Bossa Nova Civic Club,Bossa Nova Civic Club,2018-01-26,3
17,"Discotechnique with Luxxury, Love Tempo & More at House Of Yes",House Of Yes,2018-01-26,2
18,Rice and Peas: Carnival Warm Up Edition at Black Flamingo,Black Flamingo,2018-01-26,2
19,Kush Jones / Quest?onmarc / Builda b2b Fxwrk / Sjayy / Othere at Sunnyvale,Sunnyvale,2018-01-26,2
20,GO BANG! Soul+Disco Party with Max Dowd + Jordan Jenner at Our Wicked Lady,Our Wicked Lady,2018-01-26,2
21,Patrick & PJ at The Twenty,The Twenty,2018-01-26,2
22,Social Agenda NYC x Eye In The Sky present Subterraneo at Tilt BK,Tilt BK,2018-01-26,2
23,"Bladerunner Duo, Fede Aubele, Will Shore, Dr. Nate Sloan at H0L0",H0L0,2018-01-26,2
24,99cts Records x DM Hardware: Miley Serious (FR) / Acemo / Akua at Ceremony,Ceremony,2018-01-26,1
25,A Fun Night Out with DJ Zion at Club Elevation,Club Elevation,2018-01-26,1
26,The Grimeys with J-Cush at The Mercury Lounge,The Mercury Lounge,2018-01-26,1
27,Tropical Oasis Retreat Kauai at Camp Hale Koa Kauai,Camp Hale Koa Kauai,2018-01-26,1
28,John Norman at The Attic at The Attic Rooftop & Lounge,The Attic Rooftop & Lounge,2018-01-26,1
29,Makossa Brooklyn - Winter Grammy Edition at Gold Sounds,Gold Sounds,2018-01-26,
30,Ladies Night Fridays at Fusion Lounge,Fusion Lounge,2018-01-26,
0,AKUMANDRA - Brooklyn at Grand Prospect Hall,Grand Prospect Hall,2018-01-27,713
1,Output Fifth Anniversary - Seth Troxler/ Craig Richards/ DeWalta & More at Output,Output,2018-01-27,476
2,Solarplexia at Analog Bkny,Analog Bkny,2018-01-27,376
3,"Beats In Space presents: Palmbomen II (Live), Veronica Vasicka, Tim Sweeney, Antenna at Good Room",Good Room,2018-01-27,124
4,Bespoke Musik: Gab Rhome (All Day I Dream) & BAEZ at Bogart House,Bogart House,2018-01-27,101
5,OP 004: DJ Mayhem / Rabit / Debit / Vapordog at Russian & Turkish Baths,Russian & Turkish Baths,2018-01-27,94
6,"Gardens presents: DJ Heather, Cinthie, MikeQ at Elsewhere",Elsewhere,2018-01-27,68
7,Off The Record: TC80 / Mari.te / Anderson / Ika & Akseltone at TBA Brooklyn,TBA Brooklyn,2018-01-27,55
8,"Christy Love, JT Almon and Michael Magnan at Nowadays",Nowadays,2018-01-27,21
9,Bushwick A/V Afterhours: Maus b2b Beki Powell/ Ted Krisko/ Bytz at Studio 299,Studio 299,2018-01-27,6
10,Felt Presence presents Riohv at H0L0,H0L0,2018-01-27,5
11,1/27/'18 at Bossa Nova Civic Club,Bossa Nova Civic Club,2018-01-27,70
12,"Crushed with Katie Rex, Vveiss, Xiorro, Salem Hilal at The Mercury Lounge",The Mercury Lounge,2018-01-27,20
13,"House of Love ft N'TO, Worakls & Joachim Pastor at House Of Yes",House Of Yes,2018-01-27,17
14,Brooklyn Bowl presents - Joe Corti at Brooklyn Bowl,Brooklyn Bowl,2018-01-27,17
15,Universal Cave & Nippon Leagues at Starvue,Starvue,2018-01-27,10
16,"Driven AM presents - Old School Jungle/D&B - Odi, Datcyde, Jon S at Sunnyvale",Sunnyvale,2018-01-27,7
17,"Green Lady - Sleepy & Boo, The Florist, Mafia B, Dysco at The Green Lady",The Green Lady,2018-01-27,6
18,RAW Static Membership Saturday Morning After Hours Music By: Sashi at TBA - New York,TBA - New York,2018-01-27,4
19,Analog Soul with Cozmic Cat at Le Bain,Le Bain,2018-01-27,3
20,Certain Creatures Harlem In-Store at Cinderblock People,Cinderblock People,2018-01-27,3
21,Prince Language x Project Matt at Rose Gold,Rose Gold,2018-01-27,3
22,Too Hot to Sleep at Tilt BK,Tilt BK,2018-01-27,2
23,Deepbeats // Deep House Yoga at House Of Yes,House Of Yes,2018-01-27,2
24,Permanence 1 at TBA - Brooklyn,TBA - Brooklyn,2018-01-27,2
25,Pinchy Don x Renata Do Valle x Felipe BK at Black Flamingo,Black Flamingo,2018-01-27,2
26,Tropical Oasis Retreat Kauai at Camp Hale Koa Kauai,Camp Hale Koa Kauai,2018-01-27,1
27,Doha on Saturdays Dj Bash Birthday Celebration at Doha Club,Doha Club,2018-01-27,1
28,Lily Ray at Keybar,Keybar,2018-01-27,1
29,Feel Real presents Elements at Rumpus Room,Rumpus Room,2018-01-27,1
30,"Arcangel, Camilo, Flipstar & Peirera at Club Amadeus at Club Amadeus",Club Amadeus,2018-01-27,1
31,Le Reve Saturdays at Le Reve,Le Reve,2018-01-27,1
0,"Output Fifth Anniversary - Louie Vega, Joaquin Joe Claussell, Todd Terry, Anané Vega at Output",Output,2018-01-28,245
1,Planetarium: Voyager Golden Record Session with Justin Carter and Josh Dunn at Nowadays,Nowadays,2018-01-28,63
2,Lifted with Nikita (Open to Close) at TBA Brooklyn,TBA Brooklyn,2018-01-28,8
3,Sintastic Static Membership After Hours present: Brian Best at TBA - New York,TBA - New York,2018-01-28,4
4,Sole Therapy: 1st Anniversary Tea & Fundraiser - Covenant House at Black Flamingo,Black Flamingo,2018-01-28,2
5,Birdcage with Nicky Siano at Le Bain,Le Bain,2018-01-28,2
6,Tropical Oasis Retreat Kauai at Camp Hale Koa Kauai,Camp Hale Koa Kauai,2018-01-28,1
7,Int'l Winners at H0l0 with DJ Lostcat at H0L0,H0L0,2018-01-28,1
8,Tony Touch & Mrvoodoo Ray - Funkboxnyc at Cielo,Cielo,2018-01-28,1
9,Sunday Sessions with Berny Burnz & Friends at Doha Club,Doha Club,2018-01-28,1
0,Industry Night with NYC Techno at TBA Brooklyn,TBA Brooklyn,2018-01-29,12
1,Lifted with Nikita (Open to Close) at TBA Brooklyn,TBA Brooklyn,2018-01-29,8
2,Pleasure Jams + L&l&l Record Club at Bossa Nova Civic Club,Bossa Nova Civic Club,2018-01-29,2
3,Tropical Oasis Retreat Kauai at Camp Hale Koa Kauai,Camp Hale Koa Kauai,2018-01-29,1
4,Konkrete Jungle NYC - Special Guest Late Night Set - at The Delancey,The Delancey,2018-01-29,1
